name,file,template,loadspec,secondary,group,vol_min,vol_max,team_vol_mod,dist_min,dist_max,dist_reverb_max,volume_falloff_curve,reverb_falloff_curve,volume_min_falloff_curve,reverb_min_falloff_curve,limit_count,limit_type,entity_limit_count,entity_limit_type,pitch_min,pitch_max,team_pitch_mod,min_priority,max_priority,min_priority_threshold,max_priority_threshold,spatialized,type,loop,randomize_type,probability,start_delay,reverb_send,duck,pan,center_send,envelop_min,envelop_max,envelop_percentage,occlusion_level,occlusion_wet_dry,is_big,distance_lpf,move_type,move_time,real_delay,subtitle,mature,doppler,futz,context_type,context_value,compression,timescale,music,fade_in,fade_out,pc_format,pause,stop_on_death,bus,snapshot,voice_limit,file_xenon,file_size_xenon,file_ps3,file_size_ps3,file_pc,file_size_pc,file_wii,file_size_wii,source_csv,language
gr_shotgun_pull_plr,raw\sound\wawzmb\SFX/Weapon/shotgun/foley/shotgun_pull.wav,wpn_all_reload_plr,weap_shotgun,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.25,1,2d,loaded,nonlooping,,1,0,88,,default,0,0,0,0,0.5,0.5,no,yes,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,reload,no,raw\sound\wawzmb\SFX/Weapon/shotgun/foley/shotgun_pull.xm4,0,raw\sound\wawzmb\SFX/Weapon/shotgun/foley/shotgun_pull.mp3,0,raw\sound\wawzmb\SFX/Weapon/shotgun/foley/shotgun_pull.wav,0,raw\sound\wawzmb\SFX/Weapon/shotgun/foley/shotgun_pull.wds,0,wpn_shotgun,all
gr_shotgun_push_plr,raw\sound\wawzmb\SFX/Weapon/shotgun/foley/shotgun_push.wav,wpn_all_reload_plr,weap_shotgun,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.25,1,2d,loaded,nonlooping,,1,0,88,,default,0,0,0,0,0.5,0.5,no,yes,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,reload,no,raw\sound\wawzmb\SFX/Weapon/shotgun/foley/shotgun_push.xm4,0,raw\sound\wawzmb\SFX/Weapon/shotgun/foley/shotgun_push.mp3,0,raw\sound\wawzmb\SFX/Weapon/shotgun/foley/shotgun_push.wav,0,raw\sound\wawzmb\SFX/Weapon/shotgun/foley/shotgun_push.wds,0,wpn_shotgun,all
gr_shotgun_shell_plr,raw\sound\wawzmb\SFX/Weapon/shotgun/foley/shotgun_shell/shotgun_shell_00.wav,wpn_all_reload_plr,weap_shotgun,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.25,1,2d,loaded,nonlooping,,1,0,88,,default,0,0,0,0,0.5,0.5,no,yes,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,reload,no,raw\sound\wawzmb\SFX/Weapon/shotgun/foley/shotgun_shell/shotgun_shell_00.xm4,0,raw\sound\wawzmb\SFX/Weapon/shotgun/foley/shotgun_shell/shotgun_shell_00.mp3,0,raw\sound\wawzmb\SFX/Weapon/shotgun/foley/shotgun_shell/shotgun_shell_00.wav,0,raw\sound\wawzmb\SFX/Weapon/shotgun/foley/shotgun_shell/shotgun_shell_00.wds,0,wpn_shotgun,all
gr_shotgun_shell_plr,raw\sound\wawzmb\SFX/Weapon/shotgun/foley/shotgun_shell/shotgun_shell_01.wav,wpn_all_reload_plr,weap_shotgun,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.25,1,2d,loaded,nonlooping,,1,0,88,,default,0,0,0,0,0.5,0.5,no,yes,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,reload,no,raw\sound\wawzmb\SFX/Weapon/shotgun/foley/shotgun_shell/shotgun_shell_01.xm4,0,raw\sound\wawzmb\SFX/Weapon/shotgun/foley/shotgun_shell/shotgun_shell_01.mp3,0,raw\sound\wawzmb\SFX/Weapon/shotgun/foley/shotgun_shell/shotgun_shell_01.wav,0,raw\sound\wawzmb\SFX/Weapon/shotgun/foley/shotgun_shell/shotgun_shell_01.wds,0,wpn_shotgun,all
gr_shotgun_shell_plr,raw\sound\wawzmb\SFX/Weapon/shotgun/foley/shotgun_shell/shotgun_shell_02.wav,wpn_all_reload_plr,weap_shotgun,,reload,100,100,100,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,84,0,70,70,0.25,1,2d,loaded,nonlooping,,1,0,88,,default,0,0,0,0,0.5,0.5,no,yes,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,reload,no,raw\sound\wawzmb\SFX/Weapon/shotgun/foley/shotgun_shell/shotgun_shell_02.xm4,0,raw\sound\wawzmb\SFX/Weapon/shotgun/foley/shotgun_shell/shotgun_shell_02.mp3,0,raw\sound\wawzmb\SFX/Weapon/shotgun/foley/shotgun_shell/shotgun_shell_02.wav,0,raw\sound\wawzmb\SFX/Weapon/shotgun/foley/shotgun_shell/shotgun_shell_02.wds,0,wpn_shotgun,all
weap_shotgun_dryfire_npc,raw\sound\wpn\shotgun\dry_fire\npc\dry_fire_00.wav,wpn_shg_shot_npc,wpn_ithaca,,wpn_rfl_npc,98,98,0.75,250,1300,2000,log2,log2,allon,rdefault,10,priority,2,oldest,-88,84,0.8,50,90,0.35,1,3d,loaded,nonlooping,pitch,1,0,100,,default,0,0,0,0,0.5,0.5,yes,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,wpn_npc,no,raw\sound\wpn\shotgun\dry_fire\npc\dry_fire_00.xm4,0,raw\sound\wpn\shotgun\dry_fire\npc\dry_fire_00.mp3,0,raw\sound\wpn\shotgun\dry_fire\npc\dry_fire_00.wav,0,raw\sound\wpn\shotgun\dry_fire\npc\dry_fire_00.wds,0,wpn_shotgun,all
weap_shotgun_dryfire_plr,raw\sound\wpn\shotgun\dry_fire\plr\dry_fire_00.wav,wpn_shg_shot_plr,wpn_ithaca,,wpn_rfl_plr,100,100,0.8,0,0,0,default,default,allon,rdefault,5,priority,5,reject,-88,0,0,90,90,0.25,1,2d,loaded,nonlooping,,1,0,100,,wpn_all,0,0,0,0,0.5,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,wpn_plr,no,raw\sound\wpn\shotgun\dry_fire\plr\dry_fire_00.xm4,0,raw\sound\wpn\shotgun\dry_fire\plr\dry_fire_00.mp3,0,raw\sound\wpn\shotgun\dry_fire\plr\dry_fire_00.wav,0,raw\sound\wpn\shotgun\dry_fire\plr\dry_fire_00.wds,0,wpn_shotgun,all
# GLOBAL RIFLE
gr_rifle_close_3p,raw\sound\wawzmb\sfx\weapon\3p_reload\rifle_close_3p.wav,wpn_rfl_shot_plr,no,,wpn_rfl_plr,100,100,100,0,0,0,default,default,allon,rdefault,2,oldest,5,reject,0,0,0,90,90,0.25,1,2d,loaded,nonlooping,,1,0,100,,wpn_all,0,0,0,0,0.5,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,wpn_plr,no,raw\sound\wawzmb\sfx\weapon\3p_reload\rifle_close_3p.xm4,0,raw\sound\wawzmb\sfx\weapon\3p_reload\rifle_close_3p.mp3,0,raw\sound\wawzmb\sfx\weapon\3p_reload\rifle_close_3p.wav,0,raw\sound\wawzmb\sfx\weapon\3p_reload\rifle_close_3p.wds,0,wpn_ww2,all
gr_rifle_open_3p,raw\sound\wawzmb\sfx\weapon\3p_reload\rifle_open_3p.wav,wpn_rfl_shot_plr,no,,wpn_rfl_plr,100,100,100,0,0,0,default,default,allon,rdefault,2,oldest,5,reject,0,0,0,90,90,0.25,1,2d,loaded,nonlooping,,1,0,100,,wpn_all,0,0,0,0,0.5,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,wpn_plr,no,raw\sound\wawzmb\sfx\weapon\3p_reload\rifle_open_3p.xm4,0,raw\sound\wawzmb\sfx\weapon\3p_reload\rifle_open_3p.mp3,0,raw\sound\wawzmb\sfx\weapon\3p_reload\rifle_open_3p.wav,0,raw\sound\wawzmb\sfx\weapon\3p_reload\rifle_open_3p.wds,0,wpn_ww2,all
gr_rifle_rechamber_3p,raw\sound\wawzmb\sfx\weapon\3p_reload\rifle_rechamber_3p.wav,wpn_rfl_shot_plr,no,,wpn_rfl_plr,100,100,100,0,0,0,default,default,allon,rdefault,2,oldest,5,reject,0,0,0,90,90,0.25,1,2d,loaded,nonlooping,,1,0,100,,wpn_all,0,0,0,0,0.5,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,wpn_plr,no,raw\sound\wawzmb\sfx\weapon\3p_reload\rifle_rechamber_3p.xm4,0,raw\sound\wawzmb\sfx\weapon\3p_reload\rifle_rechamber_3p.mp3,0,raw\sound\wawzmb\sfx\weapon\3p_reload\rifle_rechamber_3p.wav,0,raw\sound\wawzmb\sfx\weapon\3p_reload\rifle_rechamber_3p.wds,0,wpn_ww2,all
# M1GARAND
weap_m1garand_fire_plr,raw\sound\wawzmb\SFX/Weapon/rifle/m1gar/Fire/new/wpn_m1garand_st_f.wav,,weap_m1garand,weap_m1garand_fire_plr_act,wpn_rfl_plr,100,100,100,0,0,0,default,default,allon,rdefault,2,oldest,5,reject,0,0,0,90,90,0.25,1,2d,loaded,nonlooping,,1,0,100,,wpn_all,0,0,0,0,0.5,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,wpn_plr,no,raw\sound\wawzmb\SFX/Weapon/rifle/m1gar/Fire/new/wpn_m1garand_st_f.xm4,0,raw\sound\wawzmb\SFX/Weapon/rifle/m1gar/Fire/new/wpn_m1garand_st_f.mp3,0,raw\sound\wawzmb\SFX/Weapon/rifle/m1gar/Fire/new/wpn_m1garand_st_f.wav,0,raw\sound\wawzmb\SFX/Weapon/rifle/m1gar/Fire/new/wpn_m1garand_st_f.wds,0,wpn_ww2,all
weap_m1garand_fire_plr_act,raw\sound\wawzmb\SFX/Weapon/Rifle/m1gar/Fire\new\wpn_m1garand_st_act_c.wav,wpn_rfl_shot_plr,no,no_bass_swt,wpn_rfl_plr,100,100,100,0,0,0,default,default,allon,rdefault,2,oldest,5,reject,0,0,0,90,90,0.25,1,2d,loaded,nonlooping,,1,0,100,,wpn_all,0,0,0,0,0.5,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,wpn_plr,no,raw\sound\wawzmb\SFX/Weapon/Rifle/m1gar/Fire\new\wpn_m1garand_st_act_c.xm4,0,raw\sound\wawzmb\SFX/Weapon/Rifle/m1gar/Fire\new\wpn_m1garand_st_act_c.mp3,0,raw\sound\wawzmb\SFX/Weapon/Rifle/m1gar/Fire\new\wpn_m1garand_st_act_c.wav,0,raw\sound\wawzmb\SFX/Weapon/Rifle/m1gar/Fire\new\wpn_m1garand_st_act_c.wds,0,wpn_ww2,all
weap_m1garand_lastshot_plr,raw\sound\wawzmb\SFX/Weapon/rifle/m1gar/Fire/new/wpn_m1garand_st_f.wav,,weap_m1garand,weap_m1garand_lastshot_plr_act,wpn_rfl_plr,100,100,100,0,0,0,default,default,allon,rdefault,2,oldest,5,reject,0,0,0,90,90,0.25,1,2d,loaded,nonlooping,,1,0,100,,wpn_all,0,0,0,0,0.5,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,wpn_plr,no,raw\sound\wawzmb\SFX/Weapon/rifle/m1gar/Fire/new/wpn_m1garand_st_f.xm4,0,raw\sound\wawzmb\SFX/Weapon/rifle/m1gar/Fire/new/wpn_m1garand_st_f.mp3,0,raw\sound\wawzmb\SFX/Weapon/rifle/m1gar/Fire/new/wpn_m1garand_st_f.wav,0,raw\sound\wawzmb\SFX/Weapon/rifle/m1gar/Fire/new/wpn_m1garand_st_f.wds,0,wpn_ww2,all
weap_m1garand_lastshot_plr_act,raw\sound\wawzmb\SFX/Weapon/rifle/m1gar/Fire/new/wpn_m1garand_st_act_c.wav,,weap_m1garand,weap_m1garand_clip_plr,wpn_rfl_plr,100,100,100,0,0,0,default,default,allon,rdefault,2,oldest,5,reject,0,0,0,90,90,0.25,1,2d,loaded,nonlooping,,1,0,100,,wpn_all,0,0,0,0,0.5,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,wpn_plr,no,raw\sound\wawzmb\SFX/Weapon/rifle/m1gar/Fire/new/wpn_m1garand_st_act_c.xm4,0,raw\sound\wawzmb\SFX/Weapon/rifle/m1gar/Fire/new/wpn_m1garand_st_act_c.mp3,0,raw\sound\wawzmb\SFX/Weapon/rifle/m1gar/Fire/new/wpn_m1garand_st_act_c.wav,0,raw\sound\wawzmb\SFX/Weapon/rifle/m1gar/Fire/new/wpn_m1garand_st_act_c.wds,0,wpn_ww2,all
weap_m1garand_clip_plr,raw\sound\wawzmb\SFX/Weapon/rifle/m1gar/Foley/wpn_m1garand_clip.wav,,weap_m1garand,weap_m1garand_move_plr_l,wpn_rfl_plr,100,100,100,0,0,0,default,default,allon,rdefault,2,oldest,5,reject,0,0,0,90,90,0.25,1,2d,loaded,nonlooping,,1,0,100,,wpn_all,0,0,0,0,0.5,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,wpn_plr,no,raw\sound\wawzmb\SFX/Weapon/rifle/m1gar/Foley/wpn_m1garand_clip.xm4,0,raw\sound\wawzmb\SFX/Weapon/rifle/m1gar/Foley/wpn_m1garand_clip.mp3,0,raw\sound\wawzmb\SFX/Weapon/rifle/m1gar/Foley/wpn_m1garand_clip.wav,0,raw\sound\wawzmb\SFX/Weapon/rifle/m1gar/Foley/wpn_m1garand_clip.wds,0,wpn_ww2,all
weap_m1garand_move_plr_l,raw\sound\wawzmb\SFX/Weapon/Rifle/M1_Carbine/Fire/ring/car_m_left.wav,,weap_m1garand,weap_m1garand_move_plr_r,wpn_rfl_plr,100,100,100,0,0,0,default,default,allon,rdefault,2,oldest,5,reject,0,0,0,90,90,0.25,1,2d,loaded,nonlooping,,1,0,100,,wpn_all,0,0,0,0,0.5,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,wpn_plr,no,raw\sound\wawzmb\SFX/Weapon/Rifle/M1_Carbine/Fire/ring/car_m_left.xm4,0,raw\sound\wawzmb\SFX/Weapon/Rifle/M1_Carbine/Fire/ring/car_m_left.mp3,0,raw\sound\wawzmb\SFX/Weapon/Rifle/M1_Carbine/Fire/ring/car_m_left.wav,0,raw\sound\wawzmb\SFX/Weapon/Rifle/M1_Carbine/Fire/ring/car_m_left.wds,0,wpn_ww2,all
weap_m1garand_move_plr_r,raw\sound\wawzmb\SFX/Weapon/Rifle/M1_Carbine/Fire/ring/car_m_right.wav,wpn_rfl_shot_plr,no,no_bass_swt,wpn_rfl_plr,100,100,100,0,0,0,default,default,allon,rdefault,2,oldest,5,reject,0,0,0,90,90,0.25,1,2d,loaded,nonlooping,,1,0,100,,wpn_all,0,0,0,0,0.5,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,wpn_plr,no,raw\sound\wawzmb\SFX/Weapon/Rifle/M1_Carbine/Fire/ring/car_m_right.xm4,0,raw\sound\wawzmb\SFX/Weapon/Rifle/M1_Carbine/Fire/ring/car_m_right.mp3,0,raw\sound\wawzmb\SFX/Weapon/Rifle/M1_Carbine/Fire/ring/car_m_right.wav,0,raw\sound\wawzmb\SFX/Weapon/Rifle/M1_Carbine/Fire/ring/car_m_right.wds,0,wpn_ww2,all
weap_m1garand_fire,raw\sound\wawzmb\SFX/Weapon/Rifle/m1gar/Fire\wpn_m1garand_mn_action.wav,wpn_rfl_shot_npc,weap_m1garand,weap_m1garand_fire_act,wpn_rfl_npc,100,100,0.75,500,3500,3500,log2,log2,allon,rdefault,10,priority,2,oldest,-88,84,0.8,20,90,0.25,1,3d,loaded,nonlooping,variant pitch,1,0,100,,default,0,0,0,0,0.5,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,wpn_npc,no,raw\sound\wawzmb\SFX/Weapon/Rifle/m1gar/Fire\wpn_m1garand_mn_action.xm4,0,raw\sound\wawzmb\SFX/Weapon/Rifle/m1gar/Fire\wpn_m1garand_mn_action.mp3,0,raw\sound\wawzmb\SFX/Weapon/Rifle/m1gar/Fire\wpn_m1garand_mn_action.wav,0,raw\sound\wawzmb\SFX/Weapon/Rifle/m1gar/Fire\wpn_m1garand_mn_action.wds,0,wpn_ww2,all
weap_m1garand_fire_act,raw\sound\wawzmb/SFX/Weapon/Rifle/M1Gar/Fire/wpn_m1garand_mn_action.wav,wpn_rfl_shot_npc,weap_m1garand,weap_m1garand_fire_dist,wpn_rfl_npc,100,100,0.75,500,3500,3500,log2,log2,allon,rdefault,10,priority,2,oldest,-88,84,0.8,20,90,0.25,1,3d,loaded,nonlooping,variant pitch,1,0,100,,default,0,0,0,0,0.5,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,wpn_npc,no,raw\sound\wawzmb/SFX/Weapon/Rifle/M1Gar/Fire/wpn_m1garand_mn_action.xm4,0,raw\sound\wawzmb/SFX/Weapon/Rifle/M1Gar/Fire/wpn_m1garand_mn_action.mp3,0,raw\sound\wawzmb/SFX/Weapon/Rifle/M1Gar/Fire/wpn_m1garand_mn_action.wav,0,raw\sound\wawzmb/SFX/Weapon/Rifle/M1Gar/Fire/wpn_m1garand_mn_action.wds,0,wpn_ww2,all
weap_m1garand_fire_dist,raw\sound\wawzmb\SFX/Weapon/dist/us/dist_us_rifle.wav,wpn_rfl_shot_npc,weap_m1garand,weap_m1_move_l_mn,wpn_rfl_npc,100,100,0.75,500,3500,3500,log2,log2,allon,rdefault,10,priority,2,oldest,-88,84,0.8,20,90,0.25,1,3d,loaded,nonlooping,variant pitch,1,0,100,,default,0,0,0,0,0.5,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,wpn_npc,no,raw\sound\wawzmb\SFX/Weapon/dist/us/dist_us_rifle.xm4,0,raw\sound\wawzmb\SFX/Weapon/dist/us/dist_us_rifle.mp3,0,raw\sound\wawzmb\SFX/Weapon/dist/us/dist_us_rifle.wav,0,raw\sound\wawzmb\SFX/Weapon/dist/us/dist_us_rifle.wds,0,wpn_ww2,all
weap_m1garand_lastshot,raw\sound\wawzmb\SFX/Weapon/Rifle/M1Gar/Fire/wpn_m1garand_mn.wav,wpn_rfl_shot_npc,weap_m1garand,weap_m1garand_lastshot_action,wpn_rfl_npc,100,100,0.75,500,3500,3500,log2,log2,allon,rdefault,10,priority,2,oldest,-88,84,0.8,20,90,0.25,1,3d,loaded,nonlooping,variant pitch,1,0,100,,default,0,0,0,0,0.5,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,wpn_npc,no,raw\sound\wawzmb\SFX/Weapon/Rifle/M1Gar/Fire/wpn_m1garand_mn.xm4,0,raw\sound\wawzmb\SFX/Weapon/Rifle/M1Gar/Fire/wpn_m1garand_mn.mp3,0,raw\sound\wawzmb\SFX/Weapon/Rifle/M1Gar/Fire/wpn_m1garand_mn.wav,0,raw\sound\wawzmb\SFX/Weapon/Rifle/M1Gar/Fire/wpn_m1garand_mn.wds,0,wpn_ww2,all
weap_m1garand_lastshot_action,raw\sound\wawzmb\SFX/Weapon/Rifle/M1Gar/Fire/wpn_m1garand_mn_action.wav,wpn_rfl_shot_npc,weap_m1garand,weap_m1garand_lastshot_dist,wpn_rfl_npc,100,100,0.75,500,3500,3500,log2,log2,allon,rdefault,10,priority,2,oldest,-88,84,0.8,20,90,0.25,1,3d,loaded,nonlooping,variant pitch,1,0,100,,default,0,0,0,0,0.5,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,wpn_npc,no,raw\sound\wawzmb\SFX/Weapon/Rifle/M1Gar/Fire/wpn_m1garand_mn_action.xm4,0,raw\sound\wawzmb\SFX/Weapon/Rifle/M1Gar/Fire/wpn_m1garand_mn_action.mp3,0,raw\sound\wawzmb\SFX/Weapon/Rifle/M1Gar/Fire/wpn_m1garand_mn_action.wav,0,raw\sound\wawzmb\SFX/Weapon/Rifle/M1Gar/Fire/wpn_m1garand_mn_action.wds,0,wpn_ww2,all
weap_m1garand_lastshot_dist,raw\sound\wawzmb\SFX/Weapon/dist/us/dist_us_rifle.wav,wpn_rfl_shot_npc,weap_m1garand,weap_m1garand_clip,wpn_rfl_npc,100,100,0.75,500,3500,3500,log2,log2,allon,rdefault,10,priority,2,oldest,-88,84,0.8,20,90,0.25,1,3d,loaded,nonlooping,variant pitch,1,0,100,,default,0,0,0,0,0.5,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,wpn_npc,no,raw\sound\wawzmb\SFX/Weapon/dist/us/dist_us_rifle.xm4,0,raw\sound\wawzmb\SFX/Weapon/dist/us/dist_us_rifle.mp3,0,raw\sound\wawzmb\SFX/Weapon/dist/us/dist_us_rifle.wav,0,raw\sound\wawzmb\SFX/Weapon/dist/us/dist_us_rifle.wds,0,wpn_ww2,all
weap_m1garand_clip,raw\sound\wawzmb\SFX/Weapon/rifle/m1gar/Foley/wpn_m1garand_clip.wav,wpn_rfl_shot_npc,weap_m1garand,weap_m1_move_l_mn,wpn_rfl_npc,100,100,0.75,500,3500,3500,log2,log2,allon,rdefault,10,priority,2,oldest,-88,84,0.8,20,90,0.25,1,3d,loaded,nonlooping,variant pitch,1,0,100,,default,0,0,0,0,0.5,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,wpn_npc,no,raw\sound\wawzmb\SFX/Weapon/rifle/m1gar/Foley/wpn_m1garand_clip.xm4,0,raw\sound\wawzmb\SFX/Weapon/rifle/m1gar/Foley/wpn_m1garand_clip.mp3,0,raw\sound\wawzmb\SFX/Weapon/rifle/m1gar/Foley/wpn_m1garand_clip.wav,0,raw\sound\wawzmb\SFX/Weapon/rifle/m1gar/Foley/wpn_m1garand_clip.wds,0,wpn_ww2,all
weap_m1garand_fire_plr_act_sil,raw\sound\wawzmb\SFX/Weapon/rifle/m1gar/Fire/new/wpn_m1garand_st_act_c.wav,,weap_m1garand,weap_m1garand_move_plr_l,wpn_rfl_plr,100,100,100,0,0,0,default,default,allon,rdefault,2,oldest,5,reject,0,0,0,90,90,0.25,1,2d,loaded,nonlooping,,1,0,100,,wpn_all,0,0,0,0,0.5,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,wpn_plr,no,raw\sound\wawzmb\SFX/Weapon/rifle/m1gar/Fire/new/wpn_m1garand_st_act_c.xm4,0,raw\sound\wawzmb\SFX/Weapon/rifle/m1gar/Fire/new/wpn_m1garand_st_act_c.mp3,0,raw\sound\wawzmb\SFX/Weapon/rifle/m1gar/Fire/new/wpn_m1garand_st_act_c.wav,0,raw\sound\wawzmb\SFX/Weapon/rifle/m1gar/Fire/new/wpn_m1garand_st_act_c.wds,0,wpn_ww2,all
weap_m1garand_lastshot_plr_act_sil,raw\sound\wawzmb\SFX/Weapon/rifle/m1gar/Fire/new/wpn_m1garand_st_act_c.wav,,weap_m1garand,weap_m1garand_clip_plr,wpn_rfl_plr,100,100,100,0,0,0,default,default,allon,rdefault,2,oldest,5,reject,0,0,0,90,90,0.25,1,2d,loaded,nonlooping,,1,0,100,,wpn_all,0,0,0,0,0.5,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,wpn_plr,no,raw\sound\wawzmb\SFX/Weapon/rifle/m1gar/Fire/new/wpn_m1garand_st_act_c.xm4,0,raw\sound\wawzmb\SFX/Weapon/rifle/m1gar/Fire/new/wpn_m1garand_st_act_c.mp3,0,raw\sound\wawzmb\SFX/Weapon/rifle/m1gar/Fire/new/wpn_m1garand_st_act_c.wav,0,raw\sound\wawzmb\SFX/Weapon/rifle/m1gar/Fire/new/wpn_m1garand_st_act_c.wds,0,wpn_ww2,all
weap_m1garand_fire_act_sil,raw\sound\wawzmb/SFX/Weapon/Rifle/M1Gar/Fire/wpn_m1garand_mn_action.wav,wpn_rfl_shot_npc,weap_m1garand,weap_m1garand_fire_dist,wpn_rfl_npc,100,100,0.75,500,3500,3500,log2,log2,allon,rdefault,10,priority,2,oldest,-88,84,0.8,20,90,0.25,1,3d,loaded,nonlooping,variant pitch,1,0,100,,default,0,0,0,0,0.5,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,wpn_npc,no,raw\sound\wawzmb/SFX/Weapon/Rifle/M1Gar/Fire/wpn_m1garand_mn_action.xm4,0,raw\sound\wawzmb/SFX/Weapon/Rifle/M1Gar/Fire/wpn_m1garand_mn_action.mp3,0,raw\sound\wawzmb/SFX/Weapon/Rifle/M1Gar/Fire/wpn_m1garand_mn_action.wav,0,raw\sound\wawzmb/SFX/Weapon/Rifle/M1Gar/Fire/wpn_m1garand_mn_action.wds,0,wpn_ww2,all
weap_m1garand_lastshot_action_sil,raw\sound\wawzmb/SFX/Weapon/Rifle/M1Gar/Fire/wpn_m1garand_mn_action.wav,wpn_rfl_shot_npc,weap_m1garand,weap_m1garand_fire_dist,wpn_rfl_npc,100,100,0.75,500,3500,3500,log2,log2,allon,rdefault,10,priority,2,oldest,-88,84,0.8,20,90,0.25,1,3d,loaded,nonlooping,variant pitch,1,0,100,,default,0,0,0,0,0.5,0.5,no,no,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,wpn_npc,no,raw\sound\wawzmb/SFX/Weapon/Rifle/M1Gar/Fire/wpn_m1garand_mn_action.xm4,0,raw\sound\wawzmb/SFX/Weapon/Rifle/M1Gar/Fire/wpn_m1garand_mn_action.mp3,0,raw\sound\wawzmb/SFX/Weapon/Rifle/M1Gar/Fire/wpn_m1garand_mn_action.wav,0,raw\sound\wawzmb/SFX/Weapon/Rifle/M1Gar/Fire/wpn_m1garand_mn_action.wds,0,wpn_ww2,all
gr_m1gar_breech_close,raw\sound\wawzmb\SFX/Weapon/Rifle/M1Gar/Foley/m1gar_breech_close.wav,wpn_all_reload_npc,no,,reload,94,96,100,150,1000,1000,default,default,allon,rdefault,4,priority,5,reject,-88,84,0,15,30,0.25,1,3d,loaded,nonlooping,,1,0,92,,default,0,0,0,0,0.5,0.5,no,yes,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,reload,no,raw\sound\wawzmb\SFX/Weapon/Rifle/M1Gar/Foley/m1gar_breech_close.xm4,0,raw\sound\wawzmb\SFX/Weapon/Rifle/M1Gar/Foley/m1gar_breech_close.mp3,0,raw\sound\wawzmb\SFX/Weapon/Rifle/M1Gar/Foley/m1gar_breech_close.wav,0,raw\sound\wawzmb\SFX/Weapon/Rifle/M1Gar/Foley/m1gar_breech_close.wds,0,wpn_ww2,all
gr_m1gar_clip_in,raw\sound\wawzmb\SFX/Weapon/Rifle/M1Gar/Foley/m1gar_clip_in.wav,wpn_all_reload_npc,no,,reload,94,96,100,150,1000,1000,default,default,allon,rdefault,4,priority,5,reject,-88,84,0,15,30,0.25,1,3d,loaded,nonlooping,,1,0,92,,default,0,0,0,0,0.5,0.5,no,yes,none,1000,no,,both,no,no,,,75,no,no,0,0,wma,yes,no,world,reload,no,raw\sound\wawzmb\SFX/Weapon/Rifle/M1Gar/Foley/m1gar_clip_in.xm4,0,raw\sound\wawzmb\SFX/Weapon/Rifle/M1Gar/Foley/m1gar_clip_in.mp3,0,raw\sound\wawzmb\SFX/Weapon/Rifle/M1Gar/Foley/m1gar_clip_in.wav,0,raw\sound\wawzmb\SFX/Weapon/Rifle/M1Gar/Foley/m1gar_clip_in.wds,0,wpn_ww2,all
